COD_MUNICIPIO_6;COD_IBGE_7;NOME_MUNICIPIO;UF;STATUS_RESOLUCAO
110001;1100015;Alta Floresta D'Oeste;RO;OK_API_IBGE
110002;1100023;Ariquemes;RO;OK_API_IBGE
110003;1100031;Cabixi;RO;OK_API_IBGE
110004;1100049;Cacoal;RO;OK_API_IBGE
110005;1100056;Cerejeiras;RO;OK_API_IBGE
110006;1100064;Colorado do Oeste;RO;OK_API_IBGE
110007;1100072;Corumbiara;RO;OK_API_IBGE
110008;1100080;Costa Marques;RO;OK_API_IBGE
110009;1100098;Espigão D'Oeste;RO;OK_API_IBGE
110010;1100106;Guajará-Mirim;RO;OK_API_IBGE
110011;1100114;Jaru;RO;OK_API_IBGE
110012;1100122;Ji-Paraná;RO;OK_API_IBGE
110013;1100130;Machadinho D'Oeste;RO;OK_API_IBGE
110014;1100148;Nova Brasilândia D'Oeste;RO;OK_API_IBGE
110015;1100155;Ouro Preto do Oeste;RO;OK_API_IBGE
110018;1100189;Pimenta Bueno;RO;OK_API_IBGE
110020;1100205;Porto Velho;RO;OK_API_IBGE
110025;1100254;Presidente Médici;RO;OK_API_IBGE
110026;1100262;Rio Crespo;RO;OK_API_IBGE
110028;1100288;Rolim de Moura;RO;OK_API_IBGE
110029;1100296;Santa Luzia D'Oeste;RO;OK_API_IBGE
110030;1100304;Vilhena;RO;OK_API_IBGE
110032;1100320;São Miguel do Guaporé;RO;OK_API_IBGE
110033;1100338;Nova Mamoré;RO;OK_API_IBGE
110034;1100346;Alvorada D'Oeste;RO;OK_API_IBGE
110037;1100379;Alto Alegre dos Parecis;RO;OK_API_IBGE
110040;1100403;Alto Paraíso;RO;OK_API_IBGE
110045;1100452;Buritis;RO;OK_API_IBGE
110060;1100601;Cacaulândia;RO;OK_API_IBGE
110070;1100700;Campo Novo de Rondônia;RO;OK_API_IBGE
110080;1100809;Candeias do Jamari;RO;OK_API_IBGE
110092;1100924;Chupinguaia;RO;OK_API_IBGE
110094;1100940;Cujubim;RO;OK_API_IBGE
110110;1101104;Itapuã do Oeste;RO;OK_API_IBGE
110120;1101203;Ministro Andreazza;RO;OK_API_IBGE
110130;1101302;Mirante da Serra;RO;OK_API_IBGE
110140;1101401;Monte Negro;RO;OK_API_IBGE
110143;1101435;Nova União;RO;OK_API_IBGE
110146;1101468;Pimenteiras do Oeste;RO;OK_API_IBGE
110148;1101484;São Felipe D'Oeste;RO;OK_API_IBGE
110149;1101492;São Francisco do Guaporé;RO;OK_API_IBGE
110150;1101500;Seringueiras;RO;OK_API_IBGE
110160;1101609;Theobroma;RO;OK_API_IBGE
110170;1101708;Urupá;RO;OK_API_IBGE
110175;1101757;Vale do Anari;RO;OK_API_IBGE
110180;1101807;Vale do Paraíso;RO;OK_API_IBGE
120001;1200013;Acrelândia;AC;OK_API_IBGE
120005;1200054;Assis Brasil;AC;OK_API_IBGE
120010;1200104;Brasiléia;AC;OK_API_IBGE
120013;1200138;Bujari;AC;OK_API_IBGE
120017;1200179;Capixaba;AC;OK_API_IBGE
120020;1200203;Cruzeiro do Sul;AC;OK_API_IBGE
120025;1200252;Epitaciolândia;AC;OK_API_IBGE
120030;1200302;Feijó;AC;OK_API_IBGE
120033;1200336;Mâncio Lima;AC;OK_API_IBGE
120034;1200344;Manoel Urbano;AC;OK_API_IBGE
120035;1200351;Marechal Thaumaturgo;AC;OK_API_IBGE
120038;1200385;Plácido de Castro;AC;OK_API_IBGE
120039;1200393;Porto Walter;AC;OK_API_IBGE
120040;1200401;Rio Branco;AC;OK_API_IBGE
120042;1200427;Rodrigues Alves;AC;OK_API_IBGE
120043;1200435;Santa Rosa do Purus;AC;OK_API_IBGE
120045;1200450;Senador Guiomard;AC;OK_API_IBGE
120050;1200500;Sena Madureira;AC;OK_API_IBGE
120060;1200609;Tarauacá;AC;OK_API_IBGE
120070;1200708;Xapuri;AC;OK_API_IBGE
120080;1200807;Porto Acre;AC;OK_API_IBGE
130002;1300029;Alvarães;AM;OK_API_IBGE
130006;1300060;Amaturá;AM;OK_API_IBGE
130008;1300086;Anamã;AM;OK_API_IBGE
130010;1300102;Anori;AM;OK_API_IBGE
130014;1300144;Apuí;AM;OK_API_IBGE
130020;1300201;Atalaia do Norte;AM;OK_API_IBGE
130030;1300300;Autazes;AM;OK_API_IBGE
130040;1300409;Barcelos;AM;OK_API_IBGE
130050;1300508;Barreirinha;AM;OK_API_IBGE
130060;1300607;Benjamin Constant;AM;OK_API_IBGE
130063;1300631;Beruri;AM;OK_API_IBGE
130068;1300680;Boa Vista do Ramos;AM;OK_API_IBGE
130070;1300706;Boca do Acre;AM;OK_API_IBGE
130080;1300805;Borba;AM;OK_API_IBGE
130083;1300839;Caapiranga;AM;OK_API_IBGE
130090;1300904;Canutama;AM;OK_API_IBGE
130100;1301001;Carauari;AM;OK_API_IBGE
130110;1301100;Careiro;AM;OK_API_IBGE
130115;1301159;Careiro da Várzea;AM;OK_API_IBGE
130120;1301209;Coari;AM;OK_API_IBGE
130130;1301308;Codajás;AM;OK_API_IBGE
130140;1301407;Eirunepé;AM;OK_API_IBGE
130150;1301506;Envira;AM;OK_API_IBGE
130160;1301605;Fonte Boa;AM;OK_API_IBGE
130165;1301654;Guajará;AM;OK_API_IBGE
130170;1301704;Humaitá;AM;OK_API_IBGE
130180;1301803;Ipixuna;AM;OK_API_IBGE
130185;1301852;Iranduba;AM;OK_API_IBGE
130190;1301902;Itacoatiara;AM;OK_API_IBGE
130195;1301951;Itamarati;AM;OK_API_IBGE
130200;1302009;Itapiranga;AM;OK_API_IBGE
130210;1302108;Japurá;AM;OK_API_IBGE
130220;1302207;Juruá;AM;OK_API_IBGE
130230;1302306;Jutaí;AM;OK_API_IBGE
130240;1302405;Lábrea;AM;OK_API_IBGE
130250;1302504;Manacapuru;AM;OK_API_IBGE
130255;1302553;Manaquiri;AM;OK_API_IBGE
130260;1302603;Manaus;AM;OK_API_IBGE
130270;1302702;Manicoré;AM;OK_API_IBGE
130280;1302801;Maraã;AM;OK_API_IBGE
130290;1302900;Maués;AM;OK_API_IBGE
130300;1303007;Nhamundá;AM;OK_API_IBGE
130310;1303106;Nova Olinda do Norte;AM;OK_API_IBGE
130320;1303205;Novo Airão;AM;OK_API_IBGE
130330;1303304;Novo Aripuanã;AM;OK_API_IBGE
130340;1303403;Parintins;AM;OK_API_IBGE
130350;1303502;Pauini;AM;OK_API_IBGE
130353;1303536;Presidente Figueiredo;AM;OK_API_IBGE
130356;1303569;Rio Preto da Eva;AM;OK_API_IBGE
130360;1303601;Santa Isabel do Rio Negro;AM;OK_API_IBGE
130370;1303700;Santo Antônio do Içá;AM;OK_API_IBGE
130380;1303809;São Gabriel da Cachoeira;AM;OK_API_IBGE
130390;1303908;São Paulo de Olivença;AM;OK_API_IBGE
130395;1303957;São Sebastião do Uatumã;AM;OK_API_IBGE
130400;1304005;Silves;AM;OK_API_IBGE
130406;1304062;Tabatinga;AM;OK_API_IBGE
130410;1304104;Tapauá;AM;OK_API_IBGE
130420;1304203;Tefé;AM;OK_API_IBGE
130423;1304237;Tonantins;AM;OK_API_IBGE
130426;1304260;Uarini;AM;OK_API_IBGE
130430;1304302;Urucará;AM;OK_API_IBGE
130440;1304401;Urucurituba;AM;OK_API_IBGE
140002;1400027;Amajari;RR;OK_API_IBGE
140005;1400050;Alto Alegre;RR;OK_API_IBGE
140010;1400100;Boa Vista;RR;OK_API_IBGE
140015;1400159;Bonfim;RR;OK_API_IBGE
140017;1400175;Cantá;RR;OK_API_IBGE
140020;1400209;Caracaraí;RR;OK_API_IBGE
140023;1400233;Caroebe;RR;OK_API_IBGE
140028;1400282;Iracema;RR;OK_API_IBGE
140030;1400308;Mucajaí;RR;OK_API_IBGE
140040;1400407;Normandia;RR;OK_API_IBGE
140045;1400456;Pacaraima;RR;OK_API_IBGE
140047;1400472;Rorainópolis;RR;OK_API_IBGE
140050;1400506;São João da Baliza;RR;OK_API_IBGE
140060;1400605;São Luiz do Anauá;RR;OK_API_IBGE
140070;1400704;Uiramutã;RR;OK_API_IBGE
150010;1500107;Abaetetuba;PA;OK_API_IBGE
150013;1500131;Abel Figueiredo;PA;OK_API_IBGE
150020;1500206;Acará;PA;OK_API_IBGE
150030;1500305;Afuá;PA;OK_API_IBGE
150034;1500347;Água Azul do Norte;PA;OK_API_IBGE
150040;1500404;Alenquer;PA;OK_API_IBGE
150050;1500503;Almeirim;PA;OK_API_IBGE
150060;1500602;Altamira;PA;OK_API_IBGE
150070;1500701;Anajás;PA;OK_API_IBGE
150080;1500800;Ananindeua;PA;OK_API_IBGE
150085;1500859;Anapu;PA;OK_API_IBGE
150090;1500909;Augusto Corrêa;PA;OK_API_IBGE
150095;1500958;Aurora do Pará;PA;OK_API_IBGE
150100;1501006;Aveiro;PA;OK_API_IBGE
150110;1501105;Bagre;PA;OK_API_IBGE
150120;1501204;Baião;PA;OK_API_IBGE
150125;1501253;Bannach;PA;OK_API_IBGE
150130;1501303;Barcarena;PA;OK_API_IBGE
150140;1501402;Belém;PA;OK_API_IBGE
150145;1501451;Belterra;PA;OK_API_IBGE
150150;1501501;Benevides;PA;OK_API_IBGE
150157;1501576;Bom Jesus do Tocantins;PA;OK_API_IBGE
150160;1501600;Bonito;PA;OK_API_IBGE
150170;1501709;Bragança;PA;OK_API_IBGE
150172;1501725;Brasil Novo;PA;OK_API_IBGE
150175;1501758;Brejo Grande do Araguaia;PA;OK_API_IBGE
150178;1501782;Breu Branco;PA;OK_API_IBGE
150180;1501808;Breves;PA;OK_API_IBGE
150190;1501907;Bujaru;PA;OK_API_IBGE
150195;1501956;Cachoeira do Piriá;PA;OK_API_IBGE
150200;1502004;Cachoeira do Arari;PA;OK_API_IBGE
150210;1502103;Cametá;PA;OK_API_IBGE
150215;1502152;Canaã dos Carajás;PA;OK_API_IBGE
150220;1502202;Capanema;PA;OK_API_IBGE
150230;1502301;Capitão Poço;PA;OK_API_IBGE
150240;1502400;Castanhal;PA;OK_API_IBGE
150250;1502509;Chaves;PA;OK_API_IBGE
150260;1502608;Colares;PA;OK_API_IBGE
150270;1502707;Conceição do Araguaia;PA;OK_API_IBGE
150275;1502756;Concórdia do Pará;PA;OK_API_IBGE
150276;1502764;Cumaru do Norte;PA;OK_API_IBGE
150277;1502772;Curionópolis;PA;OK_API_IBGE
150280;1502806;Curralinho;PA;OK_API_IBGE
150285;1502855;Curuá;PA;OK_API_IBGE
150290;1502905;Curuçá;PA;OK_API_IBGE
150293;1502939;Dom Eliseu;PA;OK_API_IBGE
150295;1502954;Eldorado do Carajás;PA;OK_API_IBGE
150300;1503002;Faro;PA;OK_API_IBGE
150304;1503044;Floresta do Araguaia;PA;OK_API_IBGE
150307;1503077;Garrafão do Norte;PA;OK_API_IBGE
150309;1503093;Goianésia do Pará;PA;OK_API_IBGE
150310;1503101;Gurupá;PA;OK_API_IBGE
150320;1503200;Igarapé-Açu;PA;OK_API_IBGE
150330;1503309;Igarapé-Miri;PA;OK_API_IBGE
150340;1503408;Inhangapi;PA;OK_API_IBGE
150345;1503457;Ipixuna do Pará;PA;OK_API_IBGE
150350;1503507;Irituia;PA;OK_API_IBGE
150360;1503606;Itaituba;PA;OK_API_IBGE
150370;1503705;Itupiranga;PA;OK_API_IBGE
150375;1503754;Jacareacanga;PA;OK_API_IBGE
150380;1503804;Jacundá;PA;OK_API_IBGE
150390;1503903;Juruti;PA;OK_API_IBGE
150400;1504000;Limoeiro do Ajuru;PA;OK_API_IBGE
150405;1504059;Mãe do Rio;PA;OK_API_IBGE
150410;1504109;Magalhães Barata;PA;OK_API_IBGE
150420;1504208;Marabá;PA;OK_API_IBGE
150430;1504307;Maracanã;PA;OK_API_IBGE
150440;1504406;Marapanim;PA;OK_API_IBGE
150442;1504422;Marituba;PA;OK_API_IBGE
150445;1504455;Medicilândia;PA;OK_API_IBGE
150450;1504505;Melgaço;PA;OK_API_IBGE
150460;1504604;Mocajuba;PA;OK_API_IBGE
150470;1504703;Moju;PA;OK_API_IBGE
150475;1504752;Mojuí dos Campos;PA;OK_API_IBGE
150480;1504802;Monte Alegre;PA;OK_API_IBGE
150490;1504901;Muaná;PA;OK_API_IBGE
150495;1504950;Nova Esperança do Piriá;PA;OK_API_IBGE
150497;1504976;Nova Ipixuna;PA;OK_API_IBGE
150500;1505007;Nova Timboteua;PA;OK_API_IBGE
150503;1505031;Novo Progresso;PA;OK_API_IBGE
150506;1505064;Novo Repartimento;PA;OK_API_IBGE
150510;1505106;Óbidos;PA;OK_API_IBGE
150520;1505205;Oeiras do Pará;PA;OK_API_IBGE
150530;1505304;Oriximiná;PA;OK_API_IBGE
150540;1505403;Ourém;PA;OK_API_IBGE
150543;1505437;Ourilândia do Norte;PA;OK_API_IBGE
150548;1505486;Pacajá;PA;OK_API_IBGE
150549;1505494;Palestina do Pará;PA;OK_API_IBGE
150550;1505502;Paragominas;PA;OK_API_IBGE
150553;1505536;Parauapebas;PA;OK_API_IBGE
150555;1505551;Pau D'Arco;PA;OK_API_IBGE
150560;1505601;Peixe-Boi;PA;OK_API_IBGE
150563;1505635;Piçarra;PA;OK_API_IBGE
150565;1505650;Placas;PA;OK_API_IBGE
150570;1505700;Ponta de Pedras;PA;OK_API_IBGE
150580;1505809;Portel;PA;OK_API_IBGE
150590;1505908;Porto de Moz;PA;OK_API_IBGE
150600;1506005;Prainha;PA;OK_API_IBGE
150610;1506104;Primavera;PA;OK_API_IBGE
150611;1506112;Quatipuru;PA;OK_API_IBGE
150613;1506138;Redenção;PA;OK_API_IBGE
150616;1506161;Rio Maria;PA;OK_API_IBGE
150618;1506187;Rondon do Pará;PA;OK_API_IBGE
150619;1506195;Rurópolis;PA;OK_API_IBGE
150620;1506203;Salinópolis;PA;OK_API_IBGE
150630;1506302;Salvaterra;PA;OK_API_IBGE
150635;1506351;Santa Bárbara do Pará;PA;OK_API_IBGE
150640;1506401;Santa Cruz do Arari;PA;OK_API_IBGE
150650;1506500;Santa Izabel do Pará;PA;OK_API_IBGE
150655;1506559;Santa Luzia do Pará;PA;OK_API_IBGE
150658;1506583;Santa Maria das Barreiras;PA;OK_API_IBGE
150660;1506609;Santa Maria do Pará;PA;OK_API_IBGE
150670;1506708;Santana do Araguaia;PA;OK_API_IBGE
150680;1506807;Santarém;PA;OK_API_IBGE
150690;1506906;Santarém Novo;PA;OK_API_IBGE
150700;1507003;Santo Antônio do Tauá;PA;OK_API_IBGE
150710;1507102;São Caetano de Odivelas;PA;OK_API_IBGE
150715;1507151;São Domingos do Araguaia;PA;OK_API_IBGE
150720;1507201;São Domingos do Capim;PA;OK_API_IBGE
150730;1507300;São Félix do Xingu;PA;OK_API_IBGE
150740;1507409;São Francisco do Pará;PA;OK_API_IBGE
150745;1507458;São Geraldo do Araguaia;PA;OK_API_IBGE
150746;1507466;São João da Ponta;PA;OK_API_IBGE
150747;1507474;São João de Pirabas;PA;OK_API_IBGE
150750;1507508;São João do Araguaia;PA;OK_API_IBGE
150760;1507607;São Miguel do Guamá;PA;OK_API_IBGE
150770;1507706;São Sebastião da Boa Vista;PA;OK_API_IBGE
150775;1507755;Sapucaia;PA;OK_API_IBGE
150780;1507805;Senador José Porfírio;PA;OK_API_IBGE
150790;1507904;Soure;PA;OK_API_IBGE
150795;1507953;Tailândia;PA;OK_API_IBGE
150796;1507961;Terra Alta;PA;OK_API_IBGE
150797;1507979;Terra Santa;PA;OK_API_IBGE
150800;1508001;Tomé-Açu;PA;OK_API_IBGE
150803;1508035;Tracuateua;PA;OK_API_IBGE
150805;1508050;Trairão;PA;OK_API_IBGE
150808;1508084;Tucumã;PA;OK_API_IBGE
150810;1508100;Tucuruí;PA;OK_API_IBGE
150812;1508126;Ulianópolis;PA;OK_API_IBGE
150815;1508159;Uruará;PA;OK_API_IBGE
150820;1508209;Vigia;PA;OK_API_IBGE
150830;1508308;Viseu;PA;OK_API_IBGE
150835;1508357;Vitória do Xingu;PA;OK_API_IBGE
150840;1508407;Xinguara;PA;OK_API_IBGE
160005;1600055;Serra do Navio;AP;OK_API_IBGE
160010;1600105;Amapá;AP;OK_API_IBGE
160015;1600154;Pedra Branca do Amapari;AP;OK_API_IBGE
160020;1600204;Calçoene;AP;OK_API_IBGE
160021;1600212;Cutias;AP;OK_API_IBGE
160025;1600253;Itaubal;AP;OK_API_IBGE
160027;1600279;Laranjal do Jari;AP;OK_API_IBGE
160030;1600303;Macapá;AP;OK_API_IBGE
160040;1600402;Mazagão;AP;OK_API_IBGE
160050;1600501;Oiapoque;AP;OK_API_IBGE
160053;1600535;Porto Grande;AP;OK_API_IBGE
160055;1600550;Pracuúba;AP;OK_API_IBGE
160060;1600600;Santana;AP;OK_API_IBGE
160070;1600709;Tartarugalzinho;AP;OK_API_IBGE
160080;1600808;Vitória do Jari;AP;OK_API_IBGE
170035;1700350;Aliança do Tocantins;TO;OK_API_IBGE
170040;1700400;Almas;TO;OK_API_IBGE
170070;1700707;Alvorada;TO;OK_API_IBGE
170100;1701002;Ananás;TO;OK_API_IBGE
170110;1701101;Aparecida do Rio Negro;TO;OK_API_IBGE
170130;1701309;Aragominas;TO;OK_API_IBGE
170190;1701903;Araguacema;TO;OK_API_IBGE
170210;1702109;Araguaína;TO;OK_API_IBGE
170220;1702208;Araguatins;TO;OK_API_IBGE
170230;1702307;Arapoema;TO;OK_API_IBGE
170240;1702406;Arraias;TO;OK_API_IBGE
170255;1702554;Augustinópolis;TO;OK_API_IBGE
170290;1702901;Axixá do Tocantins;TO;OK_API_IBGE
170300;1703008;Babaçulândia;TO;OK_API_IBGE
170305;1703057;Bandeirantes do Tocantins;TO;OK_API_IBGE
170307;1703073;Barra do Ouro;TO;OK_API_IBGE
170310;1703107;Barrolândia;TO;OK_API_IBGE
170380;1703800;Buriti do Tocantins;TO;OK_API_IBGE
170382;1703826;Cachoeirinha;TO;OK_API_IBGE
170384;1703842;Campos Lindos;TO;OK_API_IBGE
170386;1703867;Cariri do Tocantins;TO;OK_API_IBGE
170388;1703883;Carmolândia;TO;OK_API_IBGE
170389;1703891;Carrasco Bonito;TO;OK_API_IBGE
170390;1703909;Caseara;TO;OK_API_IBGE
170510;1705102;Chapada da Natividade;TO;OK_API_IBGE
170550;1705508;Colinas do Tocantins;TO;OK_API_IBGE
170555;1705557;Combinado;TO;OK_API_IBGE
170600;1706001;Couto Magalhães;TO;OK_API_IBGE
170610;1706100;Cristalândia;TO;OK_API_IBGE
170650;1706506;Darcinópolis;TO;OK_API_IBGE
170700;1707009;Dianópolis;TO;OK_API_IBGE
170710;1707108;Divinópolis do Tocantins;TO;OK_API_IBGE
170730;1707306;Dueré;TO;OK_API_IBGE
170740;1707405;Esperantina;TO;OK_API_IBGE
170765;1707652;Figueirópolis;TO;OK_API_IBGE
170770;1707702;Filadélfia;TO;OK_API_IBGE
170820;1708205;Formoso do Araguaia;TO;OK_API_IBGE
170830;1708304;Goianorte;TO;OK_API_IBGE
170900;1709005;Goiatins;TO;OK_API_IBGE
170930;1709302;Guaraí;TO;OK_API_IBGE
170950;1709500;Gurupi;TO;OK_API_IBGE
170980;1709807;Ipueiras;TO;OK_API_IBGE
171050;1710508;Itacajá;TO;OK_API_IBGE
171070;1710706;Itaguatins;TO;OK_API_IBGE
171090;1710904;Itapiratins;TO;OK_API_IBGE
171190;1711902;Lagoa da Confusão;TO;OK_API_IBGE
171195;1711951;Lagoa do Tocantins;TO;OK_API_IBGE
171200;1712009;Lajeado;TO;OK_API_IBGE
171215;1712157;Lavandeira;TO;OK_API_IBGE
171280;1712801;Maurilândia do Tocantins;TO;OK_API_IBGE
171320;1713205;Miracema do Tocantins;TO;OK_API_IBGE
171330;1713304;Miranorte;TO;OK_API_IBGE
171360;1713601;Monte do Carmo;TO;OK_API_IBGE
171370;1713700;Monte Santo do Tocantins;TO;OK_API_IBGE
171380;1713809;Palmeiras do Tocantins;TO;OK_API_IBGE
171395;1713957;Muricilândia;TO;OK_API_IBGE
171420;1714203;Natividade;TO;OK_API_IBGE
171488;1714880;Nova Olinda;TO;OK_API_IBGE
171500;1715002;Nova Rosalândia;TO;OK_API_IBGE
171525;1715259;Novo Jardim;TO;OK_API_IBGE
171575;1715754;Palmeirópolis;TO;OK_API_IBGE
171610;1716109;Paraíso do Tocantins;TO;OK_API_IBGE
171630;1716307;Pau D'Arco;TO;OK_API_IBGE
171650;1716505;Pedro Afonso;TO;OK_API_IBGE
171660;1716604;Peixe;TO;OK_API_IBGE
171720;1717206;Piraquê;TO;OK_API_IBGE
171750;1717503;Pium;TO;OK_API_IBGE
171790;1717909;Ponte Alta do Tocantins;TO;OK_API_IBGE
171820;1718204;Porto Nacional;TO;OK_API_IBGE
171830;1718303;Praia Norte;TO;OK_API_IBGE
171845;1718451;Pugmil;TO;OK_API_IBGE
171850;1718501;Recursolândia;TO;OK_API_IBGE
171855;1718550;Riachinho;TO;OK_API_IBGE
171865;1718659;Rio da Conceição;TO;OK_API_IBGE
171880;1718808;Sampaio;TO;OK_API_IBGE
171886;1718865;Santa Fé do Araguaia;TO;OK_API_IBGE
171888;1718881;Santa Maria do Tocantins;TO;OK_API_IBGE
172010;1720101;São Bento do Tocantins;TO;OK_API_IBGE
172020;1720200;São Miguel do Tocantins;TO;OK_API_IBGE
172025;1720259;São Salvador do Tocantins;TO;OK_API_IBGE
172030;1720309;São Sebastião do Tocantins;TO;OK_API_IBGE
172065;1720655;Silvanópolis;TO;OK_API_IBGE
172080;1720804;Sítio Novo do Tocantins;TO;OK_API_IBGE
172090;1720903;Taguatinga;TO;OK_API_IBGE
172097;1720978;Talismã;TO;OK_API_IBGE
172100;1721000;Palmas;TO;OK_API_IBGE
172110;1721109;Tocantínia;TO;OK_API_IBGE
172120;1721208;Tocantinópolis;TO;OK_API_IBGE
172130;1721307;Tupiratins;TO;OK_API_IBGE
172208;1722081;Wanderlândia;TO;OK_API_IBGE
172210;1722107;Xambioá;TO;OK_API_IBGE
210005;2100055;Açailândia;MA;OK_API_IBGE
210015;2100154;Água Doce do Maranhão;MA;OK_API_IBGE
210020;2100204;Alcântara;MA;OK_API_IBGE
210030;2100303;Aldeias Altas;MA;OK_API_IBGE
210040;2100402;Altamira do Maranhão;MA;OK_API_IBGE
210043;2100436;Alto Alegre do Maranhão;MA;OK_API_IBGE
210047;2100477;Alto Alegre do Pindaré;MA;OK_API_IBGE
210055;2100550;Amapá do Maranhão;MA;OK_API_IBGE
210060;2100600;Amarante do Maranhão;MA;OK_API_IBGE
210070;2100709;Anajatuba;MA;OK_API_IBGE
210080;2100808;Anapurus;MA;OK_API_IBGE
210083;2100832;Apicum-Açu;MA;OK_API_IBGE
210087;2100873;Araguanã;MA;OK_API_IBGE
210090;2100907;Araioses;MA;OK_API_IBGE
210095;2100956;Arame;MA;OK_API_IBGE
210100;2101004;Arari;MA;OK_API_IBGE
210110;2101103;Axixá;MA;OK_API_IBGE
210120;2101202;Bacabal;MA;OK_API_IBGE
210125;2101251;Bacabeira;MA;OK_API_IBGE
210130;2101301;Bacuri;MA;OK_API_IBGE
210135;2101350;Bacurituba;MA;OK_API_IBGE
210140;2101400;Balsas;MA;OK_API_IBGE
210150;2101509;Barão de Grajaú;MA;OK_API_IBGE
210160;2101608;Barra do Corda;MA;OK_API_IBGE
210170;2101707;Barreirinhas;MA;OK_API_IBGE
210177;2101772;Bela Vista do Maranhão;MA;OK_API_IBGE
210190;2101905;Bequimão;MA;OK_API_IBGE
210197;2101970;Boa Vista do Gurupi;MA;OK_API_IBGE
210200;2102002;Bom Jardim;MA;OK_API_IBGE
210203;2102036;Bom Jesus das Selvas;MA;OK_API_IBGE
210207;2102077;Bom Lugar;MA;OK_API_IBGE
210210;2102101;Brejo;MA;OK_API_IBGE
210215;2102150;Brejo de Areia;MA;OK_API_IBGE
210220;2102200;Buriti;MA;OK_API_IBGE
210230;2102309;Buriti Bravo;MA;OK_API_IBGE
210232;2102325;Buriticupu;MA;OK_API_IBGE
210235;2102358;Buritirana;MA;OK_API_IBGE
210240;2102408;Cajapió;MA;OK_API_IBGE
210250;2102507;Cajari;MA;OK_API_IBGE
210255;2102556;Campestre do Maranhão;MA;OK_API_IBGE
210260;2102606;Cândido Mendes;MA;OK_API_IBGE
210270;2102705;Cantanhede;MA;OK_API_IBGE
210275;2102754;Capinzal do Norte;MA;OK_API_IBGE
210280;2102804;Carolina;MA;OK_API_IBGE
210290;2102903;Carutapera;MA;OK_API_IBGE
210300;2103000;Caxias;MA;OK_API_IBGE
210310;2103109;Cedral;MA;OK_API_IBGE
210312;2103125;Central do Maranhão;MA;OK_API_IBGE
210315;2103158;Centro do Guilherme;MA;OK_API_IBGE
210317;2103174;Centro Novo do Maranhão;MA;OK_API_IBGE
210320;2103208;Chapadinha;MA;OK_API_IBGE
210325;2103257;Cidelândia;MA;OK_API_IBGE
210330;2103307;Codó;MA;OK_API_IBGE
210340;2103406;Coelho Neto;MA;OK_API_IBGE
210350;2103505;Colinas;MA;OK_API_IBGE
210355;2103554;Conceição do Lago-Açu;MA;OK_API_IBGE
210360;2103604;Coroatá;MA;OK_API_IBGE
210370;2103703;Cururupu;MA;OK_API_IBGE
210375;2103752;Davinópolis;MA;OK_API_IBGE
210380;2103802;Dom Pedro;MA;OK_API_IBGE
210390;2103901;Duque Bacelar;MA;OK_API_IBGE
210400;2104008;Esperantinópolis;MA;OK_API_IBGE
210405;2104057;Estreito;MA;OK_API_IBGE
210407;2104073;Feira Nova do Maranhão;MA;OK_API_IBGE
210408;2104081;Fernando Falcão;MA;OK_API_IBGE
210410;2104107;Fortaleza dos Nogueiras;MA;OK_API_IBGE
210420;2104206;Fortuna;MA;OK_API_IBGE
210430;2104305;Godofredo Viana;MA;OK_API_IBGE
210440;2104404;Gonçalves Dias;MA;OK_API_IBGE
210450;2104503;Governador Archer;MA;OK_API_IBGE
210455;2104552;Governador Edison Lobão;MA;OK_API_IBGE
210460;2104602;Governador Eugênio Barros;MA;OK_API_IBGE
210462;2104628;Governador Luiz Rocha;MA;OK_API_IBGE
210465;2104651;Governador Newton Bello;MA;OK_API_IBGE
210467;2104677;Governador Nunes Freire;MA;OK_API_IBGE
210470;2104701;Graça Aranha;MA;OK_API_IBGE
210480;2104800;Grajaú;MA;OK_API_IBGE
210490;2104909;Guimarães;MA;OK_API_IBGE
210500;2105005;Humberto de Campos;MA;OK_API_IBGE
210510;2105104;Icatu;MA;OK_API_IBGE
210515;2105153;Igarapé do Meio;MA;OK_API_IBGE
210520;2105203;Igarapé Grande;MA;OK_API_IBGE
210530;2105302;Imperatriz;MA;OK_API_IBGE
210535;2105351;Itaipava do Grajaú;MA;OK_API_IBGE
210540;2105401;Itapecuru Mirim;MA;OK_API_IBGE
210542;2105427;Itinga do Maranhão;MA;OK_API_IBGE
210545;2105450;Jatobá;MA;OK_API_IBGE
210547;2105476;Jenipapo dos Vieiras;MA;OK_API_IBGE
210550;2105500;João Lisboa;MA;OK_API_IBGE
210560;2105609;Joselândia;MA;OK_API_IBGE
210565;2105658;Junco do Maranhão;MA;OK_API_IBGE
210570;2105708;Lago da Pedra;MA;OK_API_IBGE
210580;2105807;Lago do Junco;MA;OK_API_IBGE
210590;2105906;Lago Verde;MA;OK_API_IBGE
210592;2105922;Lagoa do Mato;MA;OK_API_IBGE
210594;2105948;Lago dos Rodrigues;MA;OK_API_IBGE
210596;2105963;Lagoa Grande do Maranhão;MA;OK_API_IBGE
210600;2106003;Lima Campos;MA;OK_API_IBGE
210610;2106102;Loreto;MA;OK_API_IBGE
210620;2106201;Luís Domingues;MA;OK_API_IBGE
210630;2106300;Magalhães de Almeida;MA;OK_API_IBGE
210632;2106326;Maracaçumé;MA;OK_API_IBGE
210637;2106375;Maranhãozinho;MA;OK_API_IBGE
210640;2106409;Mata Roma;MA;OK_API_IBGE
